10 0.01 90	
	463
	451
	440
	453
	488
	473
	466
	472
	494
	477
	462
	479
	485
	481
	463
	464
	475
	460
	485
	489
	485
	486
	494
	507
	517
	510
	484
	462
	461
	488
	510
	496
	496
	482
	496
	481
	489
	476
	469
	461
	477
	476
	484
	457
	464
	482
	493
	478
	509
	499
	481
	467
	469
	495
	461
	513
	486
	466
	476
	475
	472
	488
	501
	476
	474
	469
	466
	488
	485
	474
	478
	463
	480
	472
	460
	471
	454
	487
	474
	465
	493
	500
	515
	493
	462
	484
	491
	472
	515
	492
	463
	498
	493
	480
	461
	480
	478
	480
	469
	480
	472
	472
	465
	444
	424
	441
	458
	448
	456
	456
	481
	485
	485
	480
	454
	446
	480
	500
	477
	476
	475
	491
	490
	476
	452
	493
	480
	465
	462
	456
	444
	446
	490
	481
	466
	479
	480
	484
	501
	465
	467
	518
	455
	446
	451
	468
	479
	484
	491
	494
	471
	480
	490
	445
	454
	479
	486
	490
	489
	459
	465
	467
	491
	473
	434
	484
	482
	482
	496
	472
	444
	443
	454
	450
	480
	469
	444
	444
	498
	495
	465
	444
	465
	420
	450
	488
	474
	465
	463
	453
	446
	469
	461
	465
	460
	452
	452
	470
	463
	478
	493
	478
	442
	452
	462
	467
	454
	454
	494
	482
	462
	478
	476
	453
	436
	437
	442
	429
	448
	459
	437
	469
	451
	447
	439
	452
	438
	444
	420
	445
	452
	453
	446
	478
	468
	458
	474
	473
	453
	464
	463
	456
	456
	460
	483
	473
	482
	482
	443
	428
	463
	464
	474
	478
	448
	419
	440
	461
	448
	453
	446
	423
	436
	432
	464
	450
	460
	482
	450
	467
	470
	448
	452
	447
	493
	490
	472
	487
	477
	455
	462
	487
	505
	472
	446
	447
	471
	473
	442
	437
	452
	451
	467
	452
	453
	440
	427
	408
	443
	452
	444
	455
	456
	438
	448
	461
	428
	427
	430
	443
	432
	446
	448
	452
	434
	419
	423
	437
	445
	470
	449
	436
	422
	428
	439
	448
	438
	434
	421
	426
	451
	454
	439
	444
	433
	457
	472
	456
	474
	456
	446
	455
	465
	450
	425
	442
	445
	454
	449
	419
	433
	421
	461
	456
	447
	440
	439
	429
	423
	438
	451
	452
	429
	428
	401
	429
	450
	434
	432
	421
	411
	422
	448
	441
	412
	417
	442
	461
	446
	444
	445
	452
	455
	424
	422
	444
	457
	430
	442
	420
	426
	426
	426
	454
	434
	392
	414
	438
	413
	404
	423
	427
	431
	432
	441
	451
	429
	440
	459
	449
	447
	427
	427
	452
	419
	444
	460
	441
	402
	412
	406
	399
	433
	431
	422
	420
	417
	417
	409
	406
	419
	404
	391
	414
	413
	428
	412
	391
	428
	450
	428
	417
	434
	422
	424
	418
	395
	400
	394
	397
	428
	397
	406
	406
	417
	423
	394
	399
	426
	426
	420
	410
	418
	444
	412
	409
	408
	410
	408
	423
	432
	435
	414
	418
	398
	398
	435
	428
	419
	419
	403
	399
	393
	410
	418
	432
	413
	398
	404
	417
	407
	391
	398
	423
	429
	436
	400
	408
	441
	401
	402
	418
	428
	416
	418
	411
	418
	391
	390
	410
	423
	422
	396
	406
	425
	432
	423
	442
	424
	427
	460
	452
	457
	429
	454
	447
	455
	442
	437
	441
	464
	450
	448
	472
	469
	476
	481
	440
	460
	432
	439
	424
	438
	412
	423
	429
	413
	387
	405
	423
	403
	385
	415
	423
	417
	401
	411
	390
	403
	396
	395
	391
	391
	395
	411
	381
	386
	406
	408
	409
	416
	419
	401
	404
	413
	389
	389
	390
	375
	393
	378
	379
	422
	414
	408
	392
	393
	385
	394
	411
	405
	419
	385
	404
	404
	375
	415
	410
	427
	409
	410
	404
	388
	410
	399
	385
	391
	385
	405
	406
	387
	382
	391
	409
	437
	413
	402
	387
	374
	379
	385
	353
	369
	388
	370
	377
	369
	373
	381
	411
	379
	377
	379
	417
	412
	379
	385
	391
	399
	404
	409
	417
	378
	375
	388
	377
	377
	370
	377
	392
	411
	397
	387
	387
	408
	404
	399
	400
	390
	386
	379
	389
	394
	394
	402
	389
	405
	393
	377
	360
	394
	404
	375
	370
	373
	376
	368
	374
	394
	408
	396
	391
	358
	336
	368
	379
	398
	383
	369
	381
	392
	357
	379
	400
	393
	408
	426
	395
	405
	394
	372
	368
	386
	378
	375
	361
	363
	345
	377
	385
	389
	371
	337
	387
	377
	367
	401
	372
	348
	369
	392
	384
	358
	352
	370
	396
	389
	390
	380
	364
	386
	383
	372
	371
	373
	383
	383
	388
	391
	378
	371
	380
	365
	351
	359
	395
	391
	386
	384
	376
	388
	370
	369
	363
	362
	376
	385
	365
	360
	380
	389
	379
	356
	351
	380
	385
	356
	345
	345
	360
	384
	358
	371
	391
	373
	364
	373
	362
	389
	372
	357
	368
	358
	363
	374
	381
	367
	356
	369
	362
	360
	381
	386
	360
	329
	334
	348
	355
	377
	368
	378
	379
	379
	356
	356
	377
	358
	345
	365
	382
	380
	365
	375
	371
	385
	366
	367
	364
	362
	367
	374
	379
	372
	387
	390
	365
	360
	389
	370
	341
	381
	388
	364
	377
	383
	393
	395
	381
	389
	391
	385
	384
	401
	381
	390
	384
	373
	368
	387
	378
	383
	382
	386
	379
	376
	393
	369
	355
	352
	367
	365
	372
	355
	352
	365
	331
	363
	370
	370
	376
	354
	345
	349
	338
	385
	362
	348
	368
	371
	350
	358
	379
	360
	346
	344
	332
	345
	339
	319
	349
	353
	353
	368
	359
	353
	361
	381
	359
	374
	353
	360
	323
	338
	351
	355
	326
	335
	349
	350
	358
	372
	378
	337
	344
	367
	345
	345
	363
	375
	359
	337
	333
	348
	345
	348
	346
	344
	347
	338
	349
	322
	333
	338
